sintez_group,posting_date,month,season,day,day_of_week,week,year,out_bmu_sum_30d,out_bmu_mean_30d,out_bmu_max_30d,cu_price_mean_30d,cu_price_max_30d,cu_price_min_30d,out_bmu_fact_count_sum_30d,out_bmu_fact_count_mean_30d,out_bmu_fact_count_max_30d,out_bmu_sum_60d,out_bmu_mean_60d,out_bmu_max_60d,out_bmu_sum_90d,out_bmu_mean_90d,out_bmu_max_90d,out_bmu_sum_31_60d,out_bmu_mean_31_60d,out_bmu_max_31_60d,out_bmu_sum_61_90d,out_bmu_mean_61_90d,out_bmu_max_61_90d,predict_0,predict_1,predict_2,predict_3,predict_4,predict_5,predict_6,predict_7,predict_8,predict_9,predict_10,predict_11
Ca_4_Si_Zheq3_Vlo_Cu,2017-04-28,4,2,28,4,17,2017,70.631,2.3543666666666665,67.105,5841.216666666666,6922.0,5539.25,107.0,3.566666666666667,96.0,84.30799999999999,1.4051333333333331,67.105,123.432,1.3714666666666666,67.105,13.677,0.45589999999999997,13.216,13.677,0.45589999999999997,13.216,189.49,27.018,42.617,39.545,94.884,81.814,42.751,56.63,60.289,10.259,11.597,11.675
Ca_4_Si_Zheq3_Vlo_Cu,2017-04-29,4,2,29,5,17,2017,70.631,2.3543666666666665,67.105,5835.466666666666,6922.0,5539.25,107.0,3.566666666666667,96.0,71.092,1.1848666666666667,67.105,123.432,1.3714666666666666,67.105,0.461,0.015366666666666667,0.281,0.461,0.015366666666666667,0.281,188.89,27.018,42.617,39.545,94.884,81.814,42.751,56.63,60.889,10.793,10.463,11.681
Ca_4_Si_Zheq3_Vlo_Cu,2017-04-30,4,2,30,6,17,2017,133.382,4.446066666666667,129.856,5831.258333333333,6922.0,5539.25,123.0,4.1,112.0,200.94799999999998,3.349133333333333,129.856,253.288,2.8143111111111114,129.856,67.566,2.2522,67.105,67.566,2.2522,67.105,189.19,28.471,41.425,38.984,94.884,81.814,42.751,56.653,61.111,10.548,10.463,11.681
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-01,5,2,1,0,18,2017,133.382,4.446066666666667,129.856,5829.541666666667,6922.0,5539.25,123.0,4.1,112.0,200.94799999999998,3.349133333333333,129.856,250.376,2.7819555555555557,129.856,67.566,2.2522,67.105,67.566,2.2522,67.105,177.613,32.235,42.171,41.369,87.789,82.814,41.751,61.249,56.515,10.548,10.509,16.753
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-02,5,2,2,1,18,2017,133.382,4.446066666666667,129.856,5827.825,6922.0,5539.25,123.0,4.1,112.0,200.94799999999998,3.349133333333333,129.856,250.376,2.7819555555555557,129.856,67.566,2.2522,67.105,67.566,2.2522,67.105,203.066,14.348,34.605,41.369,101.435,69.168,43.745,60.147,55.906,10.265,10.509,17.692
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-03,5,2,3,2,18,2017,133.382,4.446066666666667,129.856,5826.108333333334,6922.0,5539.25,123.0,4.1,112.0,200.94799999999998,3.349133333333333,129.856,250.376,2.7819555555555557,129.856,67.566,2.2522,67.105,67.566,2.2522,67.105,203.066,14.498,43.379,84.635,53.61,64.817,46.897,63.412,49.475,10.265,10.509,18.379
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-04,5,2,4,3,18,2017,133.382,4.446066666666667,129.856,5830.916666666667,6922.0,5539.25,123.0,4.1,112.0,200.94799999999998,3.349133333333333,129.856,250.376,2.7819555555555557,129.856,67.566,2.2522,67.105,67.566,2.2522,67.105,203.066,14.498,43.379,108.566,90.685,7.22,45.36,76.321,34.694,10.265,10.587,19.731
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-05,5,2,5,4,18,2017,133.382,4.446066666666667,129.856,5832.375,6922.0,5539.25,123.0,4.1,112.0,200.94799999999998,3.349133333333333,129.856,250.376,2.7819555555555557,129.856,67.566,2.2522,67.105,67.566,2.2522,67.105,202.869,14.498,43.379,108.766,90.485,31.573,42.219,56.604,33.199,18.529,5.29,16.764
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-06,5,2,6,5,18,2017,133.382,4.446066666666667,129.856,5835.958333333333,6922.0,5582.25,123.0,4.1,112.0,200.94799999999998,3.349133333333333,129.856,250.376,2.7819555555555557,129.856,67.566,2.2522,67.105,67.566,2.2522,67.105,202.819,14.498,43.379,108.766,90.485,31.573,42.596,88.298,2.463,17.194,12.076,41.93
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-07,5,2,7,6,18,2017,131.49200000000002,4.383066666666667,129.856,5834.591666666666,6922.0,5582.25,118.0,3.933333333333333,112.0,200.94799999999998,3.349133333333333,129.856,250.376,2.7819555555555557,129.856,69.456,2.3152,67.105,69.456,2.3152,67.105,202.819,14.498,43.379,108.766,90.485,31.573,42.596,88.298,5.46,14.197,12.076,41.93
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-08,5,2,8,0,19,2017,131.49200000000002,4.383066666666667,129.856,5817.5,6922.0,5582.25,118.0,3.933333333333333,112.0,200.94799999999998,3.349133333333333,129.856,250.376,2.7819555555555557,129.856,69.456,2.3152,67.105,69.456,2.3152,67.105,202.819,14.498,43.379,108.766,90.615,31.443,42.596,88.298,5.46,14.197,12.076,41.93
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-09,5,2,9,1,19,2017,131.49200000000002,4.383066666666667,129.856,5815.491666666667,6861.75,5582.25,118.0,3.933333333333333,112.0,200.94799999999998,3.349133333333333,129.856,250.376,2.7819555555555557,129.856,69.456,2.3152,67.105,69.456,2.3152,67.105,202.819,14.498,43.379,108.766,90.815,31.243,42.596,88.298,5.46,14.197,12.076,42.0
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-10,5,2,10,2,19,2017,131.49200000000002,4.383066666666667,129.856,5821.591666666666,6861.75,5582.25,118.0,3.933333333333333,112.0,200.94799999999998,3.349133333333333,129.856,250.376,2.7819555555555557,129.856,69.456,2.3152,67.105,69.456,2.3152,67.105,202.819,14.498,53.443,98.702,91.565,30.493,42.596,88.298,5.46,14.295,11.978,42.0
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-11,5,2,11,3,19,2017,131.49200000000002,4.383066666666667,129.856,5827.691666666667,6861.75,5582.25,118.0,3.933333333333333,112.0,200.94799999999998,3.349133333333333,129.856,250.376,2.7819555555555557,129.856,69.456,2.3152,67.105,69.456,2.3152,67.105,202.969,14.348,53.443,98.742,91.525,34.853,38.236,88.298,5.46,14.295,11.978,42.0
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-12,5,2,12,4,19,2017,131.49200000000002,4.383066666666667,129.856,5818.35,6861.75,5582.25,118.0,3.933333333333333,112.0,200.94799999999998,3.349133333333333,129.856,250.376,2.7819555555555557,129.856,69.456,2.3152,67.105,69.456,2.3152,67.105,202.769,14.348,53.443,98.742,91.525,34.853,39.186,87.348,9.132,10.623,12.178,41.8
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-13,5,2,13,5,19,2017,131.49200000000002,4.383066666666667,129.856,5846.525,6861.75,5582.25,118.0,3.933333333333333,112.0,200.94799999999998,3.349133333333333,129.856,250.376,2.7819555555555557,129.856,69.456,2.3152,67.105,69.456,2.3152,67.105,150.523,14.373,53.438,98.722,91.525,34.853,44.246,82.288,9.132,10.623,12.178,41.8
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-14,5,2,14,6,19,2017,131.49200000000002,4.383066666666667,129.856,5874.7,6861.75,5582.25,118.0,3.933333333333333,112.0,200.94799999999998,3.349133333333333,129.856,250.376,2.7819555555555557,129.856,69.456,2.3152,67.105,69.456,2.3152,67.105,150.523,14.373,53.438,98.722,91.525,35.803,43.296,82.288,9.132,10.623,12.178,41.8
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-15,5,2,15,0,20,2017,131.49200000000002,4.383066666666667,129.856,5872.158333333334,6861.75,5582.25,118.0,3.933333333333333,112.0,200.94799999999998,3.349133333333333,129.856,250.376,2.7819555555555557,129.856,69.456,2.3152,67.105,69.456,2.3152,67.105,150.523,14.373,53.438,98.722,91.525,35.803,43.296,82.288,9.132,10.623,12.178,41.8
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-16,5,2,16,1,20,2017,131.49200000000002,4.383066666666667,129.856,5870.225,6861.75,5582.25,118.0,3.933333333333333,112.0,200.94799999999998,3.349133333333333,129.856,250.376,2.7819555555555557,129.856,69.456,2.3152,67.105,69.456,2.3152,67.105,150.523,14.373,53.438,98.722,91.525,35.803,43.296,82.288,9.132,10.623,13.225,40.953
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-17,5,2,17,2,20,2017,131.49200000000002,4.383066666666667,129.856,5867.9,6861.75,5582.25,118.0,3.933333333333333,112.0,200.94799999999998,3.349133333333333,129.856,250.376,2.7819555555555557,129.856,69.456,2.3152,67.105,69.456,2.3152,67.105,150.523,14.373,53.438,98.722,91.525,35.803,43.296,82.288,9.132,10.623,13.225,40.953
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-18,5,2,18,3,20,2017,131.49200000000002,4.383066666666667,129.856,5867.183333333333,6861.75,5580.75,118.0,3.933333333333333,112.0,200.94799999999998,3.349133333333333,129.856,250.376,2.7819555555555557,129.856,69.456,2.3152,67.105,69.456,2.3152,67.105,150.523,14.373,53.438,98.722,91.525,36.929,42.17,82.288,9.132,10.623,13.723,40.455
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-19,5,2,19,4,20,2017,131.49200000000002,4.383066666666667,129.856,5870.225,6861.75,5580.75,118.0,3.933333333333333,112.0,200.94799999999998,3.349133333333333,129.856,250.376,2.7819555555555557,129.856,69.456,2.3152,67.105,69.456,2.3152,67.105,150.523,14.373,53.438,99.363,90.884,36.949,49.204,75.234,9.132,10.623,13.723,40.455
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-20,5,2,20,5,20,2017,131.49200000000002,4.383066666666667,129.856,5872.008333333333,6861.75,5580.75,118.0,3.933333333333333,112.0,200.76799999999997,3.346133333333333,129.856,250.376,2.7819555555555557,129.856,69.276,2.3091999999999997,67.105,69.276,2.3091999999999997,67.105,150.523,14.373,53.438,99.363,90.884,40.914,46.989,73.484,9.132,10.623,13.723,40.455
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-21,5,2,21,6,20,2017,131.49200000000002,4.383066666666667,129.856,5873.608333333334,6861.75,5580.75,118.0,3.933333333333333,112.0,200.76799999999997,3.346133333333333,129.856,250.376,2.7819555555555557,129.856,69.276,2.3091999999999997,67.105,69.276,2.3091999999999997,67.105,150.523,14.373,53.438,99.363,90.884,40.914,46.989,73.484,9.132,10.623,13.723,40.455
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-22,5,2,22,0,21,2017,131.49200000000002,4.383066666666667,129.856,5876.25,6861.75,5580.75,118.0,3.933333333333333,112.0,200.76799999999997,3.346133333333333,129.856,250.376,2.7819555555555557,129.856,69.276,2.3091999999999997,67.105,69.276,2.3091999999999997,67.105,150.523,14.373,53.438,99.363,90.884,43.748,44.155,73.484,9.534,10.221,13.776,40.402
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-23,5,2,23,1,21,2017,131.49200000000002,4.383066666666667,129.856,5879.008333333333,6861.75,5580.75,118.0,3.933333333333333,112.0,200.76799999999997,3.346133333333333,129.856,250.376,2.7819555555555557,129.856,69.276,2.3091999999999997,67.105,69.276,2.3091999999999997,67.105,150.523,14.393,53.418,100.463,89.784,43.748,56.288,61.351,9.534,10.221,13.776,40.402
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-24,5,2,24,2,21,2017,131.49200000000002,4.383066666666667,129.856,5880.608333333334,6861.75,5580.75,118.0,3.933333333333333,112.0,200.76799999999997,3.346133333333333,129.856,250.376,2.7819555555555557,129.856,69.276,2.3091999999999997,67.105,69.276,2.3091999999999997,67.105,151.438,13.478,53.455,109.463,80.747,43.748,56.338,61.301,9.534,10.221,13.776,41.045
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-25,5,2,25,3,21,2017,130.677,4.3559,129.856,5880.991666666667,6861.75,5580.75,114.0,3.8,112.0,200.76799999999997,3.346133333333333,129.856,250.376,2.7819555555555557,129.856,70.091,2.3363666666666663,67.105,70.091,2.3363666666666663,67.105,151.438,13.478,53.455,109.463,82.262,42.233,56.838,60.801,9.534,10.221,13.776,41.045
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-26,5,2,26,4,21,2017,129.95600000000002,4.331866666666667,129.856,5878.633333333333,6861.75,5580.75,113.0,3.7666666666666666,112.0,200.76799999999997,3.346133333333333,129.856,250.376,2.7819555555555557,129.856,70.812,2.3604,67.105,70.812,2.3604,67.105,151.438,13.478,53.455,110.113,81.612,42.513,56.558,60.801,9.534,11.223,12.774,41.045
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-27,5,2,27,5,21,2017,129.856,4.328533333333334,129.856,5877.083333333333,6861.75,5580.75,112.0,3.7333333333333334,112.0,200.76799999999997,3.346133333333333,129.856,250.376,2.7819555555555557,129.856,70.91199999999999,2.3637333333333332,67.105,70.91199999999999,2.3637333333333332,67.105,27.018,42.617,24.316,110.113,81.612,42.513,57.07,60.289,9.534,11.223,12.774,41.068
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-28,5,2,28,6,21,2017,129.856,4.328533333333334,129.856,5874.858333333334,6861.75,5580.75,112.0,3.7333333333333334,112.0,200.487,3.34145,129.856,214.16400000000002,2.3796000000000004,129.856,70.631,2.3543666666666665,67.105,70.631,2.3543666666666665,67.105,27.018,42.617,39.545,94.884,81.814,42.751,56.63,60.289,10.259,11.597,11.675,41.068
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-29,5,2,29,0,22,2017,129.856,4.328533333333334,129.856,5872.633333333333,6861.75,5580.75,112.0,3.7333333333333334,112.0,200.487,3.34145,129.856,200.948,2.232755555555556,129.856,70.631,2.3543666666666665,67.105,70.631,2.3543666666666665,67.105,27.018,42.617,39.545,94.884,81.814,42.751,56.63,60.889,10.793,10.463,11.681,41.486
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-30,5,2,30,1,22,2017,0.898,0.029933333333333333,0.898,5870.216666666666,6861.75,5580.75,4.0,0.13333333333333333,4.0,134.27999999999997,2.2379999999999995,129.856,201.846,2.2427333333333332,129.856,133.382,4.446066666666667,129.856,133.382,4.446066666666667,129.856,28.471,41.425,38.984,94.884,81.814,42.751,56.653,61.111,10.548,10.463,11.681,41.486
Ca_4_Si_Zheq3_Vlo_Cu,2017-05-31,5,2,31,2,22,2017,33.439,1.1146333333333334,32.541,5873.95,6861.75,5580.75,67.0,2.2333333333333334,63.0,166.82099999999997,2.7803499999999994,129.856,234.387,2.6043,129.856,133.382,4.446066666666667,129.856,133.382,4.446066666666667,129.856,32.235,42.171,41.369,87.789,82.814,41.751,61.249,56.515,10.548,10.509,16.753,36.378
Ca_4_Si_Zheq3_Vlo_Cu,2017-06-01,6,3,1,3,22,2017,33.439,1.1146333333333334,32.541,5874.375,6861.75,5580.75,67.0,2.2333333333333334,63.0,166.82099999999997,2.7803499999999994,129.856,234.387,2.6043,129.856,133.382,4.446066666666667,129.856,133.382,4.446066666666667,129.856,14.348,34.605,41.369,101.435,69.168,43.745,60.147,55.906,10.265,10.509,17.692,35.439
